"measure","scenario","period","climset","strategy","value_hist","pctchange","colournm"
"Mean Annual Hydropower Generated (MW)","2",2030,"CMIP3","Reduce ET 50%",26741.1142,-4.66774492141393,"3"
"Mean Annual Hydropower Generated (MW)","2",2030,"CMIP3","Add 30KAF",26741.1142,-3.42530230097892,"3"
"Mean Annual Hydropower Generated (MW)","2",2030,"CMIP5","Baseline",26741.1142,-6.88246565283357,"3"
"Mean Annual Hydropower Generated (MW)","2",2030,"CMIP5","Reduce ET 30%",26741.1142,-6.49007773954311,"3"
"Mean Annual Hydropower Generated (MW)","2",2030,"CMIP5","Reduce ET 50%",26741.1142,-6.26852526586196,"3"
"Mean Annual Hydropower Generated (MW)","2",2030,"CMIP5","Add 30KAF",26741.1142,-5.28827815259844,"3"
"Mean Annual Hydropower Generated (MW)","3",2030,"CMIP3","Baseline",26741.1142,-0.799713124892908,"3"
"Mean Annual Hydropower Generated (MW)","3",2030,"CMIP3","Reduce ET 30%",26741.1142,-0.417674817753111,"3"
"Mean Annual Hydropower Generated (MW)","3",2030,"CMIP3","Reduce ET 50%",26741.1142,-0.15716323443247,"3"
"Mean Annual Hydropower Generated (MW)","3",2030,"CMIP3","Add 30KAF",26741.1142,0.462930972412512,"2"
"Mean Annual Hydropower Generated (MW)","3",2030,"CMIP5","Baseline",26741.1142,-0.80840348828846,"3"
"Mean Annual Hydropower Generated (MW)","3",2030,"CMIP5","Reduce ET 30%",26741.1142,-0.384685167680859,"3"
"Mean Annual Hydropower Generated (MW)","3",2030,"CMIP5","Reduce ET 50%",26741.1142,-0.0779978719061686,"3"
"Mean Annual Hydropower Generated (MW)","3",2030,"CMIP5","Add 30KAF",26741.1142,0.483729657008831,"2"
"Mean Annual Hydropower Generated (MW)","4",2030,"CMIP3","Baseline",26741.1142,-12.6004379428588,"3"
"Mean Annual Hydropower Generated (MW)","4",2030,"CMIP3","Reduce ET 30%",26741.1142,-12.0002565188551,"3"
"Mean Annual Hydropower Generated (MW)","4",2030,"CMIP3","Reduce ET 50%",26741.1142,-11.6445551846153,"3"
"Mean Annual Hydropower Generated (MW)","4",2030,"CMIP3","Add 30KAF",26741.1142,-11.1857366062929,"3"
"Mean Annual Hydropower Generated (MW)","4",2030,"CMIP5","Baseline",26741.1142,-12.7173908108885,"3"
"Mean Annual Hydropower Generated (MW)","4",2030,"CMIP5","Reduce ET 30%",26741.1142,-12.2167762927395,"3"
"Mean Annual Hydropower Generated (MW)","4",2030,"CMIP5","Reduce ET 50%",26741.1142,-11.8633766576562,"3"
"Mean Annual Hydropower Generated (MW)","4",2030,"CMIP5","Add 30KAF",26741.1142,-11.2791175320586,"3"
"Mean Annual Hydropower Generated (MW)","5",2030,"CMIP3","Baseline",26741.1142,-4.28518644148342,"3"
"Mean Annual Hydropower Generated (MW)","5",2030,"CMIP3","Reduce ET 30%",26741.1142,-3.83804538705422,"3"
"Mean Annual Hydropower Generated (MW)","5",2030,"CMIP3","Reduce ET 50%",26741.1142,-3.58447517493494,"3"
"Mean Annual Hydropower Generated (MW)","5",2030,"CMIP3","Add 30KAF",26741.1142,-2.66935661192457,"3"
"Mean Annual Hydropower Generated (MW)","5",2030,"CMIP5","Baseline",26741.1142,-2.80256011172489,"3"
"Mean Annual Hydropower Generated (MW)","5",2030,"CMIP5","Reduce ET 30%",26741.1142,-2.38030769862236,"3"
"Mean Annual Hydropower Generated (MW)","5",2030,"CMIP5","Reduce ET 50%",26741.1142,-2.12740537191228,"3"
"Mean Annual Hydropower Generated (MW)","5",2030,"CMIP5","Add 30KAF",26741.1142,-1.31692343619698,"3"
