"measure","scenario","period","climset","strategy","value","value_hist"
"TrinityOceanReach Mean Ann Fishing Days","WW",2070,"CMIP5","Baseline",234.3,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2070,"CMIP5","Reduce ET 30%",234.2,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2070,"CMIP5","Reduce ET 50%",234.1333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2070,"CMIP3","Add 30KAF",281.4667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2070,"CMIP3","Baseline",281.5667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2070,"CMIP3","Reduce ET 30%",281.4667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2070,"CMIP3","Reduce ET 50%",281.4,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2070,"CMIP5","Add 30KAF",279.1333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2070,"CMIP5","Baseline",279.5,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2070,"CMIP5","Reduce ET 30%",279.2667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2070,"CMIP5","Reduce ET 50%",279.3,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2070,"CMIP3","Add 30KAF",251.5667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2070,"CMIP3","Baseline",251.9,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2070,"CMIP3","Reduce ET 30%",251.6,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2070,"CMIP3","Reduce ET 50%",251.4,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2070,"CMIP5","Add 30KAF",246.6667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2070,"CMIP5","Baseline",246.7667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2070,"CMIP5","Reduce ET 30%",246.8667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2070,"CMIP5","Reduce ET 50%",246.9667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2070,"CMIP3","Add 30KAF",252.4333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2070,"CMIP3","Baseline",252.7,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2070,"CMIP3","Reduce ET 30%",252.6333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2070,"CMIP3","Reduce ET 50%",252.5,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2070,"CMIP5","Add 30KAF",251.2,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2070,"CMIP5","Baseline",251.7333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2070,"CMIP5","Reduce ET 30%",251.2667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2070,"CMIP5","Reduce ET 50%",251.1333,252.9333
