Datetime,Stage,Flow,Trend,Status
2019-03-02 13:00:00,21.8,19964,-,Normal
2019-03-02 14:00:00,21.8,19766,-,Normal
2019-03-02 15:00:00,21.7,19570,-,Normal
2019-03-02 16:00:00,21.7,19374,-,Normal
2019-03-02 17:00:00,21.6,19181,-,Normal
2019-03-02 18:00:00,21.5,19018,-,Normal
2019-03-02 19:00:00,21.5,19022,+,Normal
2019-03-02 20:00:00,21.6,19108,+,Normal
2019-03-02 21:00:00,21.5,18966,-,Normal
2019-03-02 22:00:00,21.4,18654,-,Normal
2019-03-02 23:00:00,21.3,18386,-,Normal
2019-03-03 00:00:00,21.3,18189,-,Normal
2019-03-03 01:00:00,21.2,18046,-,Normal
2019-03-03 02:00:00,21.2,17934,-,Normal
2019-03-03 03:00:00,21.2,17841,-,Normal
2019-03-03 04:00:00,21.1,17764,-,Normal
