Datetime,Stage,Flow,Trend,Status
2019-02-27 22:00:00,30.4,135258,+,Above Monitor
2019-02-27 23:00:00,30.4,135561,+,Above Monitor
2019-02-28 00:00:00,30.4,135733,+,Above Monitor
2019-02-28 01:00:00,30.4,135620,-,Above Monitor
2019-02-28 02:00:00,30.4,135047,-,Above Monitor
2019-02-28 03:00:00,30.3,134177,-,Above Monitor
2019-02-28 04:00:00,30.1,132998,-,Above Monitor
2019-02-28 05:00:00,30.0,131537,-,Above Monitor
2019-02-28 06:00:00,29.8,130089,-,Normal
2019-02-28 07:00:00,29.6,128407,-,Normal
2019-02-28 08:00:00,29.4,126579,-,Normal
2019-02-28 09:00:00,29.2,124636,-,Normal
2019-02-28 10:00:00,29.0,122518,-,Normal
2019-02-28 11:00:00,28.7,120306,-,Normal
2019-02-28 12:00:00,28.5,118008,-,Normal
2019-02-28 13:00:00,28.2,115686,-,Normal
2019-02-28 14:00:00,27.9,113554,-,Normal
2019-02-28 15:00:00,27.7,111372,-,Normal
2019-02-28 16:00:00,27.4,109266,-,Normal
2019-02-28 17:00:00,27.2,107170,-,Normal
2019-02-28 18:00:00,26.9,105063,-,Normal
2019-02-28 19:00:00,26.7,102951,-,Normal
2019-02-28 20:00:00,26.4,100908,-,Normal
2019-02-28 21:00:00,26.2,98836,-,Normal
2019-02-28 22:00:00,25.9,96888,-,Normal
2019-02-28 23:00:00,25.7,95049,-,Normal
2019-03-01 00:00:00,25.5,93248,-,Normal
2019-03-01 01:00:00,25.2,91395,-,Normal
2019-03-01 02:00:00,25.0,89541,-,Normal
2019-03-01 03:00:00,24.8,87710,-,Normal
2019-03-01 04:00:00,24.5,86001,-,Normal
2019-03-01 05:00:00,24.4,84516,-,Normal
2019-03-01 06:00:00,24.2,83034,-,Normal
2019-03-01 07:00:00,24.0,81527,-,Normal
2019-03-01 08:00:00,23.8,80029,-,Normal
2019-03-01 09:00:00,23.6,78575,-,Normal
2019-03-01 10:00:00,23.4,77203,-,Normal
2019-03-01 11:00:00,23.2,75929,-,Normal
2019-03-01 12:00:00,23.0,74724,-,Normal
2019-03-01 13:00:00,22.9,73571,-,Normal
2019-03-01 14:00:00,22.7,72465,-,Normal
2019-03-01 15:00:00,22.6,71395,-,Normal
2019-03-01 16:00:00,22.4,70365,-,Normal
2019-03-01 17:00:00,22.3,69443,-,Normal
2019-03-01 18:00:00,22.2,68533,-,Normal
2019-03-01 19:00:00,22.0,67641,-,Normal
2019-03-01 20:00:00,21.9,66759,-,Normal
2019-03-01 21:00:00,21.8,65889,-,Normal
2019-03-01 22:00:00,21.7,65026,-,Normal
2019-03-01 23:00:00,21.5,64223,-,Normal
2019-03-02 00:00:00,21.4,63425,-,Normal
2019-03-02 01:00:00,21.3,62635,-,Normal
2019-03-02 02:00:00,21.2,61863,-,Normal
2019-03-02 03:00:00,21.1,61092,-,Normal
2019-03-02 04:00:00,21.0,60340,-,Normal
2019-03-02 05:00:00,20.9,59609,-,Normal
2019-03-02 06:00:00,20.7,58895,-,Normal
2019-03-02 07:00:00,20.6,58196,-,Normal
2019-03-02 08:00:00,20.5,57516,-,Normal
2019-03-02 09:00:00,20.4,56861,-,Normal
2019-03-02 10:00:00,20.3,56234,-,Normal
2019-03-02 11:00:00,20.3,55699,-,Normal
2019-03-02 12:00:00,20.2,55124,-,Normal
2019-03-02 13:00:00,20.1,54571,-,Normal
2019-03-02 14:00:00,20.0,54041,-,Normal
2019-03-02 15:00:00,19.9,53536,-,Normal
2019-03-02 16:00:00,19.8,53055,-,Normal
2019-03-02 17:00:00,19.8,52747,-,Normal
2019-03-02 18:00:00,19.7,52448,-,Normal
2019-03-02 19:00:00,19.7,52158,-,Normal
2019-03-02 20:00:00,19.7,51875,-,Normal
2019-03-02 21:00:00,19.6,51597,-,Normal
2019-03-02 22:00:00,19.6,51320,-,Normal
2019-03-02 23:00:00,19.5,51078,-,Normal
2019-03-03 00:00:00,19.5,50924,-,Normal
2019-03-03 01:00:00,19.5,50896,-,Normal
2019-03-03 02:00:00,19.5,50806,-,Normal
2019-03-03 03:00:00,19.4,50512,-,Normal
2019-03-03 04:00:00,19.4,50144,-,Normal
